clientnum,total_relationship_count,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_ct_chng_q4_q1,total_trans_ct
710989008,5,1436,0.519,3201,0.5,78
710986758,6,1505,1.034,3891,0.9,76
710984133,5,557,0.768,4654,0.66,88
710982858,6,2259,1.158,2849,1.31,67
710981583,2,1015,0.755,5131,0.72,86
710980383,2,0,0.534,6361,1.114,74
710979033,3,2517,0.854,3046,0.78,73
710978058,6,1697,1.098,4651,1.029,71
710975883,3,1761,0.682,1645,0.429,30
710974308,3,1671,0.938,3587,0.571,66
710971908,2,1780,0.79,4898,0.667,80
710969433,2,1201,0.729,4230,0.659,68
710968008,2,647,0.73,14308,0.722,124
710966433,3,1404,0.503,3785,1.161,67
710962308,3,834,0.66,4826,0.913,88
710958933,5,787,0.975,4866,0.647,56
710958033,3,0,0.539,4075,0.689,76
710955633,6,1999,0.812,1446,0.762,37
710952933,5,1254,0.821,4226,1.143,75
710951808,5,1520,0.853,1668,0.882,32
710947683,6,1142,0.507,1420,0.348,31
710944608,6,2222,0.691,1414,0.929,27
710942358,3,1890,0.938,3814,0.66,88
710940183,6,0,0.727,715,0.818,20
710939283,3,1300,0.75,16078,0.615,105
710937783,1,2414,0.805,5313,1.194,68
710934033,6,1162,0.93,2169,0.536,43
710932683,2,0,0.656,3470,0.917,69
710930508,5,2517,3.355,1350,1.182,24
710929233,5,1559,0.598,4253,0.694,83
710927733,6,1999,0.832,1687,0.591,35
710926383,5,1177,0.638,4549,0.659,68
710924658,1,1093,0.783,9339,0.737,99
710923533,3,0,0.604,15611,0.693,127
710916408,4,1886,0.56,1342,0.391,32
710915358,5,1616,0.755,3242,1,58
710914158,5,2517,0.786,4405,1.391,55
710912733,3,1762,0.743,4590,0.655,91
710905908,4,1355,0.66,1939,0.5,30
710904708,3,921,0.866,15048,0.618,110
710903358,5,1386,0.5,3709,0.604,77
710899833,3,1408,0.365,569,0.643,23
710897133,5,1357,0.697,4464,0.735,85
710895708,2,0,0.848,7712,0.825,73
710893533,4,877,0.432,1570,0.333,56
710892408,6,1257,0.416,1681,0.524,32
710888883,6,636,0.838,4824,0.766,83
710884683,6,807,0.967,3937,1.051,80
710883483,3,2066,0.686,4661,0.735,85
710881008,3,1238,0.903,4119,0.61,66
710879283,3,0,0.623,4312,0.723,81
710878308,1,913,0.866,7297,0.69,71
710877108,1,1288,0.613,4171,1.206,75
710874933,5,2224,0.545,2149,1.105,40
710873583,2,2221,0.769,14215,0.703,109
710872233,5,0,0.794,2280,0.4,49
710871108,4,1459,0.687,4759,0.556,70
710869008,5,0,0.92,5108,1,78
710866758,5,888,0.715,4074,0.872,73
710865633,4,2250,0.484,1307,0.261,29
710864358,6,0,0.651,5074,0.688,81
710863308,6,1074,0.774,4020,0.68,84
710862258,3,0,0.77,4786,0.553,73
710858658,2,0,0.664,15050,0.742,108
710856558,2,1889,0.85,13989,0.567,105
710855508,4,1786,0.597,4327,1.333,70
710854008,3,1119,0.496,3902,0.432,63
710853033,3,1204,0.417,4024,0.783,82
710850633,3,1613,1.082,3325,0.675,67
710849208,3,1652,0.756,14738,0.766,113
710845308,2,1190,0.664,14892,0.638,113
710844408,4,0,0.593,1843,0.647,28
710842308,4,928,0.662,4150,0.844,83
710841183,5,2109,0.66,15577,0.754,114
710840433,2,1656,0.6,3339,0.962,51
710839308,6,1671,0.689,3161,0.878,77
710838108,1,2517,0.572,4317,0.714,72
710833908,1,1384,0.745,12896,0.852,100
710832108,2,2359,0.895,4552,0.8,81
710831133,5,1487,0.792,1582,1.043,47
710829108,4,985,0.35,999,0.556,28
710825658,5,1614,0.675,4045,0.733,78
710822808,1,1228,0.747,7854,0.648,89
710821833,6,1587,1.433,1314,1.364,26
710820783,6,0,0.668,4246,0.857,78
710819733,5,0,0.642,903,0.526,29
710816358,4,1466,1.378,2523,0.846,48
710815608,3,1530,1.344,4521,0.628,70
710814633,1,2517,0.888,8888,0.717,103
710813733,5,0,0.712,1546,0.577,41
710812533,4,154,0.602,1987,0.586,46
710810883,3,1260,0.877,14576,0.759,95
710809833,3,0,0.834,3193,0.559,53
710809083,6,787,0.914,4587,0.568,58
710808108,3,2517,0.666,2257,0.8,54
710806083,4,2090,0.7,1137,0.765,30
710803983,2,0,0.844,14220,0.61,95
710803008,6,2041,0.675,4372,0.659,68
710802258,4,2245,0.772,1111,0.368,26
710801133,6,2326,1.226,2513,0.615,63
710799783,4,1779,1.392,3143,0.579,60
710798883,4,2310,0.749,1599,0.808,47
710797833,1,841,0.717,4360,0.696,95
710795883,6,1864,1.318,2758,0.852,50
710794983,2,1157,0.965,4705,0.902,78
710793783,6,1978,0.877,1836,0.895,36
710792733,4,638,1.041,4491,0.786,75
710790258,6,1899,0.85,1334,0.4,35
710789058,4,1478,0.967,1308,0.414,41
710787708,4,1271,0.558,1748,0.9,38
710785383,3,0,0.942,2394,0.897,55
710784333,3,1314,1.487,1644,0.647,28
710783358,5,1764,0.786,4442,0.771,85
710782458,6,1695,0.842,1615,0.333,36
710780883,1,1461,0.86,4610,0.773,78
710779083,3,0,0.672,4338,0.925,77
710775483,2,0,0.775,14305,0.645,102
710773533,5,1595,0.691,5268,0.66,88
710771433,1,2152,0.821,13991,0.761,125
710770383,4,582,0.611,4915,0.769,92
710769258,4,1513,0.807,3895,0.829,75
710763783,4,762,0.982,3676,1.35,47
710761533,3,1624,0.574,4190,0.706,87
710760258,4,0,1.084,4740,0.653,81
710758683,2,2000,0.749,12980,0.64,82
710756133,5,821,0.773,4290,0.78,73
710754933,6,0,0.94,840,0.818,20
710752233,3,2203,1.046,2742,0.4,49
710751033,1,0,0.836,8286,0.857,65
710749458,4,1864,0.67,1523,0.667,35
710748483,3,1934,0.577,3861,0.7,68
710745633,2,751,0.814,14074,0.623,112
710744433,5,2424,0.517,4077,0.625,78
710742408,2,2057,0.858,4518,0.788,93
710741208,4,1475,1.148,2094,0.667,25
710740008,3,641,0.66,5140,0.519,82
710738883,4,1094,0.843,4222,0.649,61
710736558,4,1474,0.789,1794,0.783,41
710734308,6,1569,0.692,15937,0.803,119
710733183,6,845,0.642,3631,0.763,67
710729358,6,0,0.946,2539,0.5,42
710728458,3,1396,0.532,4409,0.531,75
710727333,4,0,0.896,2813,0.536,43
710725383,3,0,0.31,3282,0.65,66
710723958,5,491,0.494,5016,0.593,86
710722908,3,1694,0.86,1267,0.533,23
710721858,2,0,0.808,8246,0.639,59
710719683,3,845,0.731,4460,0.692,88
710715783,5,0,0.725,4436,0.667,75
710713608,6,2396,0.81,4070,0.718,67
710712783,3,1787,0.748,3904,0.854,76
710710233,4,0,0.849,15560,0.724,100
710706558,3,1753,0.32,1154,0.571,33
710703708,6,968,0.455,2961,0.647,56
710702733,6,0,0.881,3949,0.683,69
710701233,3,1259,0.806,3890,1.118,72
710699283,1,1921,0.789,14567,0.617,131
710698233,4,1203,0.93,1463,1,40
710697408,2,896,0.765,15471,0.855,115
710695083,4,1421,0.635,1635,0.824,31
710694033,2,1253,0.98,13400,0.733,104
710691633,4,1152,0.899,4546,0.5,78
710690733,4,0,0.92,2816,0.52,38
710687508,6,1858,0.987,2148,1.043,47
710681808,6,1548,0.833,2484,0.857,52
710679933,2,0,0.984,8660,0.758,58
710678658,5,1151,0.801,3684,0.829,64
710677608,4,1208,0.957,1556,1.048,43
710676483,4,0,0.787,4064,0.711,77
710675508,2,1190,0.736,5149,0.661,98
710674533,3,0,0.545,1611,0.4,42
710673558,3,1600,0.878,4087,0.628,70
710671608,5,918,0.671,3961,0.605,69
710670633,6,1779,0.785,2131,0.571,33
710669733,4,1965,0.614,4922,0.6,80
710668458,5,0,0.916,3405,0.727,76
710667708,3,1871,0.748,14018,0.778,128
710666583,3,2312,0.625,2321,0.5,36
710665533,4,1660,0.588,1337,0.76,44
710664558,5,945,0.835,3927,0.659,73
710663508,1,2280,0.844,14763,0.8,99
710662158,1,2517,0.434,2051,1.05,41
710661333,4,1545,0.581,2513,0.424,47
710658483,2,2174,0.653,2098,0.586,46
710657508,3,1325,0.607,3975,0.477,65
710656683,4,1614,0.554,4442,0.73,64
710654808,3,0,0.672,2308,0.467,44
710653158,6,1613,0.758,1925,0.667,40
710650608,4,1480,0.649,4812,0.771,85
710645583,5,1742,0.771,4349,0.705,75
710644158,5,1332,0.665,4293,0.622,73
710643183,2,1160,0.588,4163,0.804,83
710641008,5,0,0.666,2473,0.6,56
710639658,6,829,0.851,9658,0.773,78
710638233,4,2186,0.804,8764,0.683,69
710637183,3,1906,0.803,4538,0.868,71
710636208,3,0,0.922,3847,0.805,74
710635083,5,582,0.912,3475,0.733,52
710633808,3,0,0.537,2411,0.281,41
710632683,5,0,0.665,2308,0.4,49
710630583,2,1752,0.624,3738,0.604,77
710628783,6,1140,0.815,1445,0.957,45
710626758,6,0,0.619,3706,0.585,65
710624658,4,1639,1.749,3040,0.931,56
710622333,3,2258,0.634,4386,0.675,67
710621283,3,783,0.732,3910,0.65,66
710620383,6,1171,0.655,965,1.125,17
710616183,5,0,0.65,1879,0.7,34
710612583,6,1740,0.71,5037,0.778,80
710611683,6,1807,0.609,4279,0.627,83
710607408,3,1524,1.385,3999,0.846,96
710605458,6,1963,0.852,4127,0.842,70
710603958,2,0,0.769,14198,0.804,101
710599683,3,0,3.397,1539,3.25,17
710598408,6,0,0.816,4557,0.843,94
710596983,1,2416,0.917,7481,0.548,96
710595783,4,2082,0.915,4659,0.854,76
710594358,4,873,0.737,2560,0.674,72
710592933,3,1092,0.6,2216,0.588,54
710590683,3,0,0.769,7729,1,82
710587458,4,1612,0.633,4339,1.026,77
710586483,1,0,0.391,968,0.533,23
710581758,6,1219,0.412,1309,1,30
710579583,3,983,0.889,4420,0.72,86
710577708,5,1983,0.831,2591,0.903,59
710574558,5,1642,0.651,1403,0.429,40
710573808,6,1418,0.39,1334,0.409,31
710572458,4,0,0.742,2069,0.536,43
710570058,3,0,0.66,2512,0.37,37
710569233,2,1440,0.798,9185,0.695,100
710568333,4,1823,0.811,2293,0.567,47
710567508,4,2202,0.571,1387,0.65,33
710566533,1,1372,0.564,4159,0.718,67
710565408,3,1359,1.327,1033,1.364,26
710563458,5,660,0.944,4210,0.723,81
710562258,5,0,0.998,3407,1.136,47
710560008,1,1738,0.647,4588,0.923,75
710558883,5,1044,1.08,1248,0.688,27
710558058,4,2517,0.944,1619,1,36
710555433,6,0,0.623,2216,0.6,40
710552733,2,0,0.637,2335,0.429,40
710547783,3,1629,0.706,4912,0.783,82
710545158,6,0,1.015,3738,0.744,68
710544033,3,2024,0.664,4715,0.696,78
710542983,4,0,0.815,5033,0.582,87
710541858,6,1430,0.822,1248,0.85,37
710540883,5,0,0.714,2449,0.634,67
710538183,3,563,0.785,4220,0.844,83
710536983,6,2517,0.853,4423,0.675,67
710535708,2,1293,0.693,14256,0.735,118
710533233,3,0,0.508,2139,0.567,47
710532258,1,1495,0.924,4906,0.804,83
710529708,3,1476,0.975,15140,0.81,105
710528583,6,835,0.588,2148,0.379,40
710527533,4,0,0.886,8586,1,58
710526633,3,1599,0.613,4855,0.872,88
710525508,6,455,0.626,2090,0.562,50
710524533,4,2517,0.348,899,0.273,28
710523333,6,1616,0.417,1416,0.588,27
710522433,3,1499,0.905,2372,0.514,53
710521383,6,1838,0.661,2247,0.64,41
710520408,5,1194,0.745,4458,0.812,87
710519433,3,2517,0.602,1439,0.481,40
710518308,1,0,0.457,4155,0.667,85
710516283,4,1792,0.626,4134,0.765,60
710515308,4,1904,0.891,5025,0.647,84
710512833,6,1338,0.615,5178,0.756,79
710511858,3,1439,0.851,4741,0.76,88
710509758,5,765,0.68,2507,0.641,64
710508858,5,2517,0.818,4317,0.884,81
710507733,3,1644,0.686,4038,0.511,68
710506683,3,0,0.763,4543,0.974,75
710505483,4,0,0.814,3099,0.816,69
710504283,6,1463,0.795,4014,0.628,70
710503308,6,2337,0.79,4049,0.69,71
710502258,5,2204,0.9,4598,0.771,85
710500983,2,1035,0.36,1779,0.591,35
710497608,5,1670,0.78,1858,0.545,51
710496708,6,1513,0.87,4085,0.548,65
710493558,3,0,0.415,1979,0.321,37
710492733,4,1482,0.893,2168,2.5,42
710490708,4,0,0.733,2047,0.533,46
710489583,1,1040,0.765,7631,0.596,91
710487033,2,0,0.926,4445,0.773,78
710484408,6,1742,0.454,2306,0.613,50
710482533,4,2005,0.52,3863,0.756,72
710481333,5,1614,0.513,2272,0.541,57
710476908,3,1066,0.89,4754,0.857,78
710475408,5,2028,1.342,2171,1.059,35
710466633,5,0,0.575,4755,0.9,76
710464683,2,2127,0.814,5578,0.854,89
710463408,3,1116,0.721,15627,0.825,104
710462433,6,894,1.285,1773,1.053,39
710461083,4,0,0.622,4333,0.826,84
710458758,5,2491,0.41,1203,0.579,30
710456658,4,1799,0.651,5130,0.864,82
710455608,2,0,0.654,6644,0.694,61
710453283,5,0,0.779,4107,0.783,82
710451708,1,972,0.647,14926,0.742,115
710449983,4,1656,1.404,2916,0.957,45
710445183,5,2496,0.709,4076,0.579,60
710443833,4,995,0.626,4516,0.625,78
710439483,3,1722,0.765,4431,0.717,79
710438358,4,0,0.442,2152,0.303,43
710436108,5,746,0.824,4184,0.694,61
710431158,3,1657,0.71,3778,0.591,70
710429358,5,1927,0.939,1346,0.364,30
710428308,4,1553,0.482,1910,0.7,51
710424408,5,1815,0.567,1210,1.273,25
710423358,4,966,0.871,5249,0.761,81
710420133,6,0,0.63,4416,0.581,68
710416533,4,888,1.19,3060,0.647,56
710413533,3,1080,0.842,4785,0.65,66
710411358,4,2199,0.633,2164,0.5,45
710410158,3,0,0.482,1592,0.346,35
710406633,3,0,0.839,1168,0.409,31
710405808,1,1229,0.81,14618,0.724,100
710404533,6,862,0.65,1391,0.212,40
710402508,4,0,0.863,3487,0.683,69
710401458,2,0,0.801,4350,0.767,76
710395233,2,1066,0.846,8657,0.75,98
710391258,3,829,0.707,2147,0.519,41
710387583,5,1901,0.289,1018,0.391,32
710383158,4,0,0.499,1506,0.516,47
710382108,5,2423,0.778,4204,0.8,63
710376708,4,1377,0.564,3928,0.8,54
710375283,4,1471,0.672,2236,0.41,55
710374008,1,1583,0.631,12906,0.639,100
710371683,2,2006,0.555,4097,0.763,67
710370483,4,1292,0.772,1517,1.357,33
710369658,4,2353,0.725,4488,0.736,92
710364258,4,1217,1.266,2135,0.846,48
710363433,6,1348,0.805,2441,0.45,58
710362233,1,1723,0.628,13853,0.782,98
710360583,1,604,0.827,8329,0.656,101
710359458,5,1807,0.995,4456,0.522,70
710357208,2,915,0.637,7341,0.491,79
710353233,4,1106,0.882,4288,0.621,47
710349258,3,2052,0.636,4133,0.789,68
710345808,6,2028,0.601,1828,1.111,38
710343783,6,0,0.602,4610,1.321,65
710342508,3,0,0.718,4004,0.652,76
710335983,5,869,1.038,4297,0.778,64
710333883,5,390,0.628,1905,0.448,42
710327508,5,1290,0.709,4247,0.706,87
710325258,6,1847,0.527,3284,0.477,65
710322033,1,1765,0.857,4515,0.925,77
710319108,4,1298,0.758,4542,0.921,73
710317758,4,1528,1.142,2033,0.727,38
710312658,4,1819,0.744,1456,1.077,27
710311233,3,0,0.557,4498,0.623,86
710310108,3,1705,0.624,4665,0.816,89
710308983,1,2517,0.586,4148,0.66,83
710307933,3,2517,0.833,2471,0.875,60
710306358,1,1983,0.873,7995,0.806,56
710303208,2,2517,0.754,15215,0.862,121
710301858,6,2019,0.614,3820,0.532,72
710300733,2,0,0.919,13781,0.797,106
710299608,2,2517,0.993,817,0.667,30
710297133,6,1194,0.948,3503,0.667,65
710295858,2,1649,0.776,8074,0.647,84
710294808,4,1241,0.782,4509,0.675,67
710292333,3,0,0.896,2618,0.576,52
710289783,5,2007,1.051,2537,0.6,48
710288883,4,1654,0.695,5054,0.553,73
710287533,3,1169,0.743,2221,0.727,57
710284233,5,0,0.98,2439,0.72,43
710280558,3,2517,0.492,1195,0.8,18
710279508,5,1006,0.654,1537,0.591,35
710278458,4,2517,0.457,1643,0.483,43
710277183,3,1775,0.773,4317,0.545,68
710273658,5,1825,1.46,2883,0.488,61
710268858,5,1217,0.775,3162,0.707,99
710267583,6,815,0.576,3914,0.766,83
710263608,4,821,0.896,2156,0.586,46
710262408,1,1666,0.82,13971,0.812,116
710260983,2,2512,0.861,8296,0.685,91
710257683,1,1134,0.585,4520,0.659,73
710256708,5,1712,0.895,2579,0.659,68
710255208,4,1560,0.537,1969,0.367,41
710251608,3,1173,0.436,1453,0.35,27
710248233,5,1421,1.125,3392,0.86,80
710244108,3,1543,0.774,13967,0.712,101
710243208,3,0,0.683,4846,0.569,80
710241858,6,0,0.545,2040,0.44,36
710237283,2,960,0.71,14211,0.657,111
710233683,4,2403,0.884,1526,1,44
710232483,2,2162,0.602,16908,0.694,122
710231433,5,2378,0.974,3395,0.829,75
710229333,6,1254,0.418,3812,0.641,64
710227908,3,1397,0.834,2837,0.609,74
710226708,5,680,0.77,4573,0.691,93
710219658,4,1186,0.616,4633,0.574,74
710218233,4,1044,0.591,3161,0.711,65
710213508,2,1061,0.864,8634,0.9,95
710211783,3,0,0.777,2264,0.625,39
710208633,5,1929,0.886,1773,0.556,42
710207208,3,1800,0.752,13148,0.806,121
710202783,3,1721,0.68,1378,0.762,37
710201058,3,736,0.622,4198,0.912,65
710197308,4,0,1.017,4089,0.872,73
710194683,3,2260,0.711,2313,0.857,39
710192283,1,1180,0.768,8686,0.625,91
710190858,5,2288,0.928,13804,0.719,110
710188308,6,1148,0.767,4927,0.738,73
710186958,6,2000,0.637,4431,0.673,82
710183283,5,0,0.834,5032,0.68,84
710182383,4,1568,1.064,3626,0.878,77
710180958,5,2517,0.493,1598,0.476,31
710178558,5,2517,0.956,9314,0.978,89
710175783,4,1042,0.593,4303,0.788,59
710170758,6,2331,1.006,8314,0.763,67
710166783,3,0,0.942,4277,0.702,80
710164683,3,2517,1.254,2247,0.636,36
710163633,3,867,0.741,4996,0.704,92
710162133,1,1253,1.008,9134,0.974,77
710161083,6,0,0.394,6613,0.429,40
710159658,5,1024,0.72,2436,0.651,71
710157108,6,1661,0.618,4629,0.923,75
710155983,3,0,0.954,8585,1,62
710155158,1,518,0.972,10201,0.788,59
710153583,3,0,0.923,9242,0.909,63
710150208,4,1250,0.912,3834,0.643,69
710149008,6,787,0.865,2139,0.556,70
710147958,3,1249,1.01,1198,0.833,33
710142258,5,909,0.737,4665,0.763,67
710141208,3,1817,0.731,13300,0.677,104
710138883,5,0,0.601,1835,0.344,43
710136258,6,0,0.983,2833,0.654,43
710135058,3,1501,0.51,1543,0.545,34
710133858,5,1848,0.767,4150,0.524,64
710129283,4,0,0.742,2944,0.972,71
710125608,4,1558,0.997,4756,0.553,73
710122458,5,2057,0.625,15311,0.714,108
710120358,6,2312,0.561,2229,0.762,37
710119233,5,1925,0.855,4186,0.703,63
710116833,5,0,1.01,2748,0.333,40
710115108,5,1556,0.751,4568,0.767,76
710112933,6,1716,1.025,2580,0.649,61
710111733,5,1996,0.646,1360,0.647,28
710110683,1,1007,0.726,4844,0.976,83
710109633,6,1061,0.545,1683,0.478,34
710108133,5,1528,0.444,1307,0.393,39
710106933,2,2136,0.849,14667,0.75,119
710104908,4,2517,0.938,1246,0.824,31
710103558,4,1486,0.868,1354,0.647,28
710102208,3,0,0.81,4464,0.596,75
710099358,2,0,0.806,4935,0.804,92
710098233,3,0,0.639,4513,0.65,66
710096658,4,1978,0.443,2191,0.5,42
710094108,6,1725,0.686,5212,0.646,79
710092683,2,1421,0.57,1837,0.741,47
710090958,6,1232,0.588,4182,0.651,71
710090133,1,1685,0.597,3908,0.702,80
710088483,4,1073,0.908,3283,1,56
710086308,6,1179,0.559,4680,0.933,87
710084883,4,0,1.893,2962,1.111,57
710082708,2,2102,0.997,1276,0.733,26
710081208,4,0,0.713,7886,0.882,64
710080383,6,1709,0.851,4417,0.816,69
710078358,5,1291,0.988,4095,0.63,88
710077008,5,1368,0.721,3522,0.897,74
710074458,3,996,0.625,4290,0.875,90
710070183,3,1772,0.611,1419,0.357,38
710067183,5,0,0.803,2074,0.8,81
710066133,4,0,0.853,9619,0.786,75
710064033,2,0,0.48,3555,0.4,42
710061783,6,0,0.895,4517,0.439,59
710058033,4,0,0.486,3781,0.61,66
710056758,2,1850,0.622,15635,0.681,116
710051658,6,774,0.586,4402,0.562,75
710047533,4,2201,0.978,8614,0.75,63
710045058,5,2158,0.446,1364,0.538,40
710044308,2,1594,0.544,2480,0.567,47
710043408,4,2048,0.657,1916,0.526,58
710040483,6,2124,0.527,3895,0.776,87
710039208,3,966,0.923,3871,0.706,87
710038008,3,0,0.741,1447,0.875,30
710036508,5,1519,0.256,1164,0.522,35
710035008,3,1397,0.88,2491,1,64
710032608,3,2320,0.544,1558,0.643,46
710027508,3,1047,0.984,1389,1.2,33
710026458,2,2475,0.817,12575,0.8,99
710023233,6,1300,0.914,2739,0.912,65
710019933,2,1203,0.847,13720,0.831,119
710017758,5,0,0.665,3784,0.457,67
710016708,1,1802,0.706,7974,0.731,90
710015733,3,621,1.001,3142,0.85,37
710014683,3,724,0.722,2807,0.806,65
710013258,3,823,0.861,4467,0.683,69
710006958,6,796,0.864,4755,0.533,69
710005683,3,1696,0.799,16518,0.716,115
710004933,3,1454,0.708,1435,1.778,25
710003958,3,665,0.75,4100,0.615,84
710002833,3,2517,0.984,4355,0.919,71
709999308,3,0,0.75,3477,0.857,78
709997958,4,0,0.65,2133,0.543,54
709996833,6,0,0.843,7528,0.628,70
709993158,5,1584,0.78,3917,0.651,71
709991883,2,1147,0.861,938,0.75,35
709990983,6,842,0.56,1292,0.733,26
709987683,4,0,1.057,2798,0.481,40
709986633,3,0,0.742,2144,0.577,41
709985133,3,2296,0.754,2603,1.043,47
709984083,2,1281,0.777,7930,0.607,90
709982658,4,2038,0.622,4226,0.638,77
709980783,4,1729,0.783,4066,0.8,63
709979583,3,854,0.928,1999,0.8,54
709977933,2,199,1.003,8517,0.5,60
709976358,4,0,0.797,3952,0.739,80
709974108,4,1051,0.833,3116,0.6,80
709972908,5,1059,0.664,4369,0.707,70
709971708,3,0,1.024,9404,0.824,62
709969758,4,1774,0.667,13966,0.667,115
709967358,6,2362,1.708,1671,0.929,27
709965858,4,1792,0.804,4609,0.951,80
709961958,4,2517,0.84,1060,0.333,32
709959858,6,0,0.613,3825,0.537,63
709957158,5,2251,0.852,3942,0.625,65
709955958,4,1023,0.75,3374,0.875,45
709952658,6,2491,0.45,4460,0.722,62
709950858,4,2301,0.751,3458,0.651,71
709948233,1,1899,0.714,5347,0.74,87
709946658,5,1211,0.736,4629,0.706,58
709945458,3,512,0.776,4791,0.708,82
709942383,5,782,0.931,1703,0.889,34
709938708,4,1118,0.896,4576,0.529,78
709937583,4,1835,0.793,14220,0.662,108
709935708,2,1696,0.537,4291,0.711,77
709934808,2,1071,0.9,13062,0.717,103
709932558,5,2517,0.743,1771,0.889,34
709930758,5,1222,0.538,1506,0.941,33
709928358,1,0,0.872,8528,1.122,87
709927458,1,1544,0.716,4042,0.925,77
709925733,1,713,0.806,5099,0.951,80
709922508,4,0,0.835,5207,0.927,79
709921158,6,1751,0.761,4241,0.854,76
709920258,1,1764,1.026,4531,0.738,73
709919283,2,2517,1.996,1576,1.5,25
709918158,5,0,0.895,2028,0.545,51
709916058,3,2163,0.615,1631,0.29,40
709914858,4,1705,0.644,5169,0.474,84
709913733,4,1529,1.26,1693,1.286,32
709912683,5,2374,0.81,4390,0.604,77
709910733,2,1963,0.758,13174,0.792,86
709904508,5,1644,1.092,4190,0.732,71
709902108,4,794,0.665,4927,0.944,70
709901058,2,1163,0.557,4185,0.778,80
709897983,5,1527,0.715,1921,0.444,26
709895508,2,974,0.703,7434,0.586,92
709893858,6,2108,0.891,4633,0.611,58
709892658,5,1300,0.95,4495,0.718,67
709891608,5,0,0.517,1949,0.483,43
709888383,3,2453,0.744,4465,0.952,82
709887483,3,1420,0.529,3527,0.438,69
709886583,5,633,0.762,2761,0.604,77
709883883,2,1549,0.808,8033,0.649,94
709879458,2,1376,0.89,1881,0.607,45
709876008,3,1473,0.597,1803,1.13,49
709873683,4,1428,0.846,4352,0.907,82
709871658,2,2345,0.699,7729,0.654,86
709869708,5,2039,1.057,4037,0.821,71
709868433,3,2217,0.763,4409,0.568,69
709865883,1,821,0.848,8788,0.933,58
709864833,3,1965,0.637,1329,0.444,26
709861008,3,2414,0.752,8520,0.589,89
709858533,4,2021,0.966,2320,0.676,57
709857033,5,0,0.578,4148,0.714,84
709855608,3,981,0.663,1114,0.65,33
709854483,5,2517,1.525,2442,0.632,62
709852908,5,0,0.745,1628,0.542,37
709850508,3,0,1.012,2917,0.682,37
709841433,6,1188,0.927,3885,0.627,83
709839858,3,1077,0.694,1535,0.632,31
709838508,2,1509,0.728,7167,0.625,91
709837308,6,0,1.007,3833,0.578,71
709836258,5,1337,0.667,5127,0.653,81
709831983,3,1244,0.606,15176,0.8,126
709830783,5,1686,0.937,4039,0.756,72
709827933,3,1196,0.62,3659,0.52,76
709826058,3,2435,0.732,1805,0.619,34
709824633,2,1375,0.995,5064,0.905,80
709823733,2,0,0.89,7507,0.733,78
709822008,5,1019,0.691,4317,0.784,66
709820658,3,1170,0.678,3785,0.6,64
709816158,4,0,0.791,2183,1.069,60
709814883,1,2262,0.714,15513,0.649,127
709813008,5,2415,0.891,4509,0.661,93
709810458,3,768,0.888,4241,0.946,72
709807383,1,1155,0.727,15391,0.593,94
709804533,3,1451,0.632,3973,0.451,74
709803258,5,0,0.541,2400,0.793,52
709802208,3,0,1.316,2849,0.694,61
709798908,3,0,1.058,2611,0.483,43
709794333,6,1430,0.885,1608,1.308,30
709793133,6,2470,0.58,1531,0.233,37
709791333,6,1084,0.672,4751,0.818,80
709790058,1,1512,0.558,4985,0.776,87
709788783,3,773,0.517,5088,0.651,71
709787733,3,1307,0.803,4043,0.9,76
709785783,5,0,0.877,1485,0.478,34
709783908,6,1170,0.603,1924,0.667,50
709781208,5,0,0.892,5409,0.822,82
709780158,4,1379,0.869,4812,0.717,79
709779258,4,0,0.939,4075,0.614,71
709774608,4,1582,0.44,3464,0.684,64
709770408,1,1702,0.705,8652,0.849,98
709769283,6,0,0.631,4162,1,70
